round,stage,detail,cid,seconds
8,client_upload_parallel_wall,CS waits for all active clients to finish TrainUploadReq in parallel,,34.34489459999895
8,client_weight_compute,client aggregation weight,4,5.199999577598646e-06
8,client_local_train,local SGD training,4,0.2765847999980906
8,client_model_delta,weighted local model delta,4,0.0006237000015971716
8,client_quant_encode,fixed-point quantization and signed encoding,4,8.549999984097667e-05
8,client_masking,xMask = x + m,4,1.920000067912042e-05
8,client_paillier_encrypt,coordinate-wise Paillier encryption,4,29.464137799997843
8,client_cipher_hash,hash encrypted vector,4,0.04420409999875119
8,client_pedersen_commit,Pedersen vector commitment,4,3.9904552000007243
8,client_receipt_sign,sign upload receipt,4,0.000496299999213079
8,client_upload_pack,build upload message,4,0.02507820000028005
8,client_weight_compute,client aggregation weight,3,6.70000008540228e-06
8,client_local_train,local SGD training,3,0.2856967000006989
8,client_model_delta,weighted local model delta,3,0.00033970000004046597
8,client_quant_encode,fixed-point quantization and signed encoding,3,5.249999958323315e-05
8,client_masking,xMask = x + m,3,1.300000076298602e-05
8,client_paillier_encrypt,coordinate-wise Paillier encryption,3,29.687077099999442
8,client_cipher_hash,hash encrypted vector,3,0.04003580000062357
8,client_pedersen_commit,Pedersen vector commitment,3,3.994521900000109
8,client_receipt_sign,sign upload receipt,3,0.00041480000072624534
8,client_upload_pack,build upload message,3,0.02164500000071712
8,client_weight_compute,client aggregation weight,2,3.999997716164216e-06
8,client_local_train,local SGD training,2,0.29992379999748664
8,client_model_delta,weighted local model delta,2,0.0003330999970785342
8,client_quant_encode,fixed-point quantization and signed encoding,2,6.009999924572185e-05
8,client_masking,xMask = x + m,2,1.3100001524435356e-05
8,client_paillier_encrypt,coordinate-wise Paillier encryption,2,29.64920290000009
8,client_cipher_hash,hash encrypted vector,2,0.03477789999669767
8,client_pedersen_commit,Pedersen vector commitment,2,4.050064800001564
8,client_receipt_sign,sign upload receipt,2,0.0004879000007349532
8,client_upload_pack,build upload message,2,0.02267289999872446
8,client_weight_compute,client aggregation weight,1,1.799999881768599e-05
8,client_local_train,local SGD training,1,0.2814247999995132
8,client_model_delta,weighted local model delta,1,0.0005874999988009222
8,client_quant_encode,fixed-point quantization and signed encoding,1,7.340000229305588e-05
8,client_masking,xMask = x + m,1,1.9000002794200554e-05
8,client_paillier_encrypt,coordinate-wise Paillier encryption,1,29.70521219999864
8,client_cipher_hash,hash encrypted vector,1,0.037331599996832665
8,client_pedersen_commit,Pedersen vector commitment,1,4.044412300001568
8,client_receipt_sign,sign upload receipt,1,0.0003085999996983446
8,client_upload_pack,build upload message,1,0.021261000001686625
8,client_weight_compute,client aggregation weight,5,7.499998901039362e-06
8,client_local_train,local SGD training,5,0.27938880000147037
8,client_model_delta,weighted local model delta,5,0.0004059999992023222
8,client_quant_encode,fixed-point quantization and signed encoding,5,7.140000161598437e-05
8,client_masking,xMask = x + m,5,1.5099998563528061e-05
8,client_paillier_encrypt,coordinate-wise Paillier encryption,5,29.795818400001735
8,client_cipher_hash,hash encrypted vector,5,0.038432099998317426
8,client_pedersen_commit,Pedersen vector commitment,5,4.056049900002108
8,client_receipt_sign,sign upload receipt,5,0.0005094000007375143
8,client_upload_pack,build upload message,5,0.021051599997008452
9,client_upload_parallel_wall,CS waits for all active clients to finish TrainUploadReq in parallel,,34.363197099999525
9,client_weight_compute,client aggregation weight,2,5.699999746866524e-06
9,client_local_train,local SGD training,2,0.2749165000022913
9,client_model_delta,weighted local model delta,2,0.00031099999978323467
9,client_quant_encode,fixed-point quantization and signed encoding,2,5.1700000767596066e-05
9,client_masking,xMask = x + m,2,1.1899999663000926e-05
9,client_paillier_encrypt,coordinate-wise Paillier encryption,2,29.516938599997957
9,client_cipher_hash,hash encrypted vector,2,0.041812499999650754
9,client_pedersen_commit,Pedersen vector commitment,2,3.9823529000022972
9,client_receipt_sign,sign upload receipt,2,0.000617899997450877
9,client_upload_pack,build upload message,2,0.023073700001987163
9,client_weight_compute,client aggregation weight,4,5.40000110049732e-06
9,client_local_train,local SGD training,4,0.2940072000019427
9,client_model_delta,weighted local model delta,4,0.00031600000147591345
9,client_quant_encode,fixed-point quantization and signed encoding,4,5.579999924520962e-05
9,client_masking,xMask = x + m,4,1.1299998732283711e-05
9,client_paillier_encrypt,coordinate-wise Paillier encryption,4,29.74763299999904
9,client_cipher_hash,hash encrypted vector,4,0.038132599998789374
9,client_pedersen_commit,Pedersen vector commitment,4,3.875442299999122
9,client_receipt_sign,sign upload receipt,4,0.0004174999994575046
9,client_upload_pack,build upload message,4,0.020564099999319296
9,client_weight_compute,client aggregation weight,3,1.930000144056976e-05
9,client_local_train,local SGD training,3,0.24799789999815403
9,client_model_delta,weighted local model delta,3,0.0003597000031732023
9,client_quant_encode,fixed-point quantization and signed encoding,3,6.999999823165126e-05
9,client_masking,xMask = x + m,3,1.4400000509340316e-05
9,client_paillier_encrypt,coordinate-wise Paillier encryption,3,29.906003399999463
9,client_cipher_hash,hash encrypted vector,3,0.03582829999868409
9,client_pedersen_commit,Pedersen vector commitment,3,3.969233100000565
9,client_receipt_sign,sign upload receipt,3,0.00034240000240970403
9,client_upload_pack,build upload message,3,0.02017329999944195
9,client_weight_compute,client aggregation weight,1,2.2399999579647556e-05
9,client_local_train,local SGD training,1,0.2993150999973295
9,client_model_delta,weighted local model delta,1,0.0007083999989845324
9,client_quant_encode,fixed-point quantization and signed encoding,1,0.00021380000180215575
9,client_masking,xMask = x + m,1,1.809999957913533e-05
9,client_paillier_encrypt,coordinate-wise Paillier encryption,1,29.859937799999898
9,client_cipher_hash,hash encrypted vector,1,0.03722520000155782
9,client_pedersen_commit,Pedersen vector commitment,1,3.978366499999538
9,client_receipt_sign,sign upload receipt,1,0.00028450000172597356
9,client_upload_pack,build upload message,1,0.019877899998391513
9,client_weight_compute,client aggregation weight,5,8.499999239575118e-06
9,client_local_train,local SGD training,5,0.2892872999982501
9,client_model_delta,weighted local model delta,5,0.00036869999894406646
9,client_quant_encode,fixed-point quantization and signed encoding,5,6.260000009206124e-05
